year,id_,hrs2,wrkslf,spwrkslf,hapmar,divlaw,xmarsex,wkvsfam,stress,relatsex,ballot,lifenow,RBIOPRNT
2022,3119,.n:  No answer,Someone else,SOMEONE ELSE,.n:  No answer,.i:  Inapplicable,ALWAYS WRONG,Never,.d:  Do not Know/Cannot Choose,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.d:  Do not Know/Cannot Choose,.i:  Inapplicable
2022,3120,20,Self-employed,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Sometimes,Always,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,7,.i:  Inapplicable
2022,3121,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,3122,.i:  Inapplicable,Someone else,SELF-EMPLOYED,NOT TOO HAPPY,.i:  Inapplicable,.n:  No answer,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,3123,40,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.d:  Do not Know/Cannot Choose,.n:  No answer,.n:  No answer,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,6,.i:  Inapplicable
2022,3124,.i:  Inapplicable,Someone else,.i:  Inapplicable,PRETTY HAPPY,Easier,.i:  Inapplicable,Sometimes,Often,.i:  Inapplicable,Ballot b,9,.i:  Inapplicable
2022,3125,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Easier,ALMST ALWAYS WRG,Never,Sometimes,.i:  Inapplicable,Ballot a,8,.i:  Inapplicable
2022,3126,40,Someone else,.i:  Inapplicable,.i:  Inapplicable,Stay as is,.i:  Inapplicable,Never,Sometimes,.i:  Inapplicable,Ballot b,9,.i:  Inapplicable
2022,3127,.i:  Inapplicable,Self-employed,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,3128,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Easier,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,3129,.i:  Inapplicable,Self-employed,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Rarely,Sometimes,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,9,Yes
2022,3130,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Sometimes,Sometimes,.i:  Inapplicable,Ballot b,7,.i:  Inapplicable
2022,3131,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Easier,SOMETIMES WRONG,Rarely,Never,.i:  Inapplicable,Ballot a,6,.i:  Inapplicable
2022,3132,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,"No, the last time i had sex, it was not with someone i was in an on-going relationship with",Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,3133,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Easier,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,3134,.i:  Inapplicable,Self-employed,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,"No, the last time i had sex, it was not with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,3135,.i:  Inapplicable,Self-employed,SELF-EMPLOYED,VERY HAPPY,More difficult,ALWAYS WRONG,Rarely,Hardly ever,.i:  Inapplicable,Ballot a,.d:  Do not Know/Cannot Choose,.i:  Inapplicable
2022,3136,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Stay as is,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,3137,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,3138,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.d:  Do not Know/Cannot Choose,Never,Never,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,9,.i:  Inapplicable
2022,3139,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,Easier,.i:  Inapplicable,Rarely,Sometimes,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,Best possible state,No
2022,3140,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALMST ALWAYS WRG,Rarely,Sometimes,.i:  Inapplicable,Ballot a,.d:  Do not Know/Cannot Choose,.i:  Inapplicable
2022,3141,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Easier,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,3142,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALMST ALWAYS WRG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,3143,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,3144,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,3145,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,3146,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,Easier,.i:  Inapplicable,Sometimes,Often,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,9,Yes
2022,3147,.i:  Inapplicable,Self-employed,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Sometimes,Often,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,8,.i:  Inapplicable
2022,3148,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALMST ALWAYS WRG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,3149,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Easier,.i:  Inapplicable,Never,Sometimes,"No, the last time i had sex, it was not with someone i was in an on-going relationship with",Ballot b,7,.i:  Inapplicable
2022,3150,.i:  Inapplicable,.i:  Inapplicable,SOMEONE ELSE,VERY HAPPY,Easier,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,3151,40,Someone else,SOMEONE ELSE,PRETTY HAPPY,Easier,.i:  Inapplicable,Rarely,Sometimes,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,9,.i:  Inapplicable
2022,3152,.i:  Inapplicable,Self-employed,SELF-EMPLOYED,VERY HAPPY,.i:  Inapplicable,ALMST ALWAYS WRG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,3153,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Easier,NOT WRONG AT ALL,Rarely,Hardly ever,.i:  Inapplicable,Ballot a,Best possible state,.i:  Inapplicable
2022,3154,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,3155,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Stay as is,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,3156,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Easier,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,3157,.i:  Inapplicable,Self-employed,.i:  Inapplicable,.i:  Inapplicable,Stay as is,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,3158,.i:  Inapplicable,Self-employed,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,Rarely,Sometimes,.i:  Inapplicable,Ballot a,9,.i:  Inapplicable
2022,3159,.i:  Inapplicable,Someone else,SELF-EMPLOYED,PRETTY HAPPY,More difficult,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,3160,.i:  Inapplicable,.i:  Inapplicable,SOMEONE ELSE,PRETTY HAPPY,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,3161,.i:  Inapplicable,Someone else,SOMEONE ELSE,PRETTY HAPPY,More difficult,.i:  Inapplicable,Sometimes,Never,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,Best possible state,Yes
2022,3162,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,NOT WRONG AT ALL,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,3163,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,Rarely,Often,.i:  Inapplicable,Ballot a,7,.i:  Inapplicable
2022,3164,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Never,Always,.i:  Inapplicable,Ballot b,3,.i:  Inapplicable
2022,3165,.i:  Inapplicable,Someone else,.i:  Inapplicable,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,Rarely,Often,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,9,.i:  Inapplicable
2022,3166,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Easier,NOT WRONG AT ALL,Rarely,Hardly ever,.i:  Inapplicable,Ballot a,8,.i:  Inapplicable
2022,3167,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,3168,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Stay as is,ALMST ALWAYS WRG,Often,Often,.i:  Inapplicable,Ballot a,4,Yes
2022,3169,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Easier,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,3170,40,Someone else,.i:  Inapplicable,.i:  Inapplicable,.d:  Do not Know/Cannot Choose,.i:  Inapplicable,Sometimes,Often,.i:  Inapplicable,Ballot b,8,.i:  Inapplicable
2022,3171,.i:  Inapplicable,Self-employed,.i:  Inapplicable,.i:  Inapplicable,Easier,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,3172,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Easier,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,3173,.i:  Inapplicable,Self-employed,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,Rarely,Always,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,8,.i:  Inapplicable
2022,3174,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALMST ALWAYS WRG,Sometimes,Sometimes,.i:  Inapplicable,Ballot a,3,Yes
2022,3175,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Stay as is,.i:  Inapplicable,Rarely,Sometimes,.i:  Inapplicable,Ballot b,8,.i:  Inapplicable
2022,3176,25,Self-employed,.i:  Inapplicable,.i:  Inapplicable,.d:  Do not Know/Cannot Choose,ALWAYS WRONG,Never,Sometimes,.i:  Inapplicable,Ballot a,Best possible state,.i:  Inapplicable
2022,3177,.i:  Inapplicable,Someone else,SOMEONE ELSE,PRETTY HAPPY,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,3178,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Easier,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,"No, the last time i had sex, it was not with someone i was in an on-going relationship with",Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,3179,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Easier,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,3180,40,Self-employed,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Rarely,Sometimes,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,1,.i:  Inapplicable
2022,3181,.i:  Inapplicable,Someone else,SOMEONE ELSE,PRETTY HAPPY,.i:  Inapplicable,SOMETIMES WRONG,Often,Often,.i:  Inapplicable,Ballot a,6,.i:  Inapplicable
2022,3182,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,Rarely,Hardly ever,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,5,.i:  Inapplicable
2022,3183,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,More difficult,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,3184,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,Sometimes,Sometimes,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,9,.i:  Inapplicable
2022,3185,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,Sometimes,Sometimes,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,9,.i:  Inapplicable
2022,3186,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,3187,.i:  Inapplicable,Self-employed,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,3188,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,More difficult,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,3189,.i:  Inapplicable,Self-employed,.i:  Inapplicable,.i:  Inapplicable,More difficult,ALMST ALWAYS WRG,Rarely,Hardly ever,.i:  Inapplicable,Ballot a,8,.i:  Inapplicable
2022,3190,.i:  Inapplicable,Someone else,SELF-EMPLOYED,VERY HAPPY,.i:  Inapplicable,ALMST ALWAYS WRG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,Yes
2022,3191,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,More difficult,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,3192,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,3193,.i:  Inapplicable,Someone else,SOMEONE ELSE,NOT TOO HAPPY,Stay as is,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,3194,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,Easier,.i:  Inapplicable,Sometimes,Sometimes,.i:  Inapplicable,Ballot b,9,.i:  Inapplicable
2022,3195,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,More difficult,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,3196,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,Stay as is,.i:  Inapplicable,Never,Sometimes,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,9,.i:  Inapplicable
2022,3197,.i:  Inapplicable,Someone else,.i:  Inapplicable,VERY HAPPY,More difficult,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,3198,.i:  Inapplicable,Someone else,SOMEONE ELSE,PRETTY HAPPY,.d:  Do not Know/Cannot Choose,.i:  Inapplicable,Never,Often,.i:  Inapplicable,Ballot b,.d:  Do not Know/Cannot Choose,Yes
2022,3199,.i:  Inapplicable,Someone else,SELF-EMPLOYED,VERY HAPPY,Easier,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,3200,.i:  Inapplicable,Someone else,SOMEONE ELSE,PRETTY HAPPY,.d:  Do not Know/Cannot Choose,ALMST ALWAYS WRG,Rarely,Sometimes,.i:  Inapplicable,Ballot a,8,Yes
2022,3201,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,3202,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,More difficult,.i:  Inapplicable,Often,Often,.i:  Inapplicable,Ballot b,8,.i:  Inapplicable
2022,3203,.i:  Inapplicable,Self-employed,SELF-EMPLOYED,PRETTY HAPPY,Stay as is,.i:  Inapplicable,Sometimes,Sometimes,.i:  Inapplicable,Ballot b,8,.i:  Inapplicable
2022,3204,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,SOMETIMES WRONG,Never,Sometimes,.i:  Inapplicable,Ballot a,Best possible state,Yes
2022,3205,.i:  Inapplicable,Someone else,SELF-EMPLOYED,PRETTY HAPPY,.i:  Inapplicable,.i:  Inapplicable,Often,Often,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,8,Yes
2022,3206,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Sometimes,Sometimes,.i:  Inapplicable,Ballot b,7,.i:  Inapplicable
2022,3207,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,More difficult,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,3208,.i:  Inapplicable,Self-employed,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,Sometimes,Sometimes,.i:  Inapplicable,Ballot a,7,.i:  Inapplicable
2022,3209,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,More difficult,ALWAYS WRONG,Never,Sometimes,.i:  Inapplicable,Ballot a,.d:  Do not Know/Cannot Choose,.i:  Inapplicable
2022,3210,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Easier,.i:  Inapplicable,Rarely,Sometimes,.i:  Inapplicable,Ballot b,8,.i:  Inapplicable
2022,3211,.i:  Inapplicable,Someone else,SOMEONE ELSE,PRETTY HAPPY,.i:  Inapplicable,SOMETIMES WRONG,Rarely,Sometimes,.i:  Inapplicable,Ballot a,8,Yes
2022,3212,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,Never,.n:  No answer,.i:  Inapplicable,Ballot c,.n:  No answer,.i:  Inapplicable
2022,3213,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Easier,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,.i:  Inapplicable,No
2022,3214,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Stay as is,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,"No, the last time i had sex, it was not with someone i was in an on-going relationship with",Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,3215,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Stay as is,.i:  Inapplicable,Sometimes,Often,"No, the last time i had sex, it was not with someone i was in an on-going relationship with",Ballot b,9,.i:  Inapplicable
2022,3216,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,More difficult,.i:  Inapplicable,Rarely,Sometimes,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,Best possible state,.i:  Inapplicable
2022,3217,.i:  Inapplicable,Someone else,SOMEONE ELSE,PRETTY HAPPY,Easier,ALWAYS WRONG,Never,Never,.i:  Inapplicable,Ballot a,.d:  Do not Know/Cannot Choose,.i:  Inapplicable
2022,3218,.i:  Inapplicable,Someone else,SELF-EMPLOYED,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,Sometimes,Sometimes,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,9,Yes
2022,3219,.i:  Inapplicable,Self-employed,.i:  Inapplicable,.i:  Inapplicable,More difficult,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,3220,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,Often,Sometimes,.i:  Inapplicable,Ballot a,Best possible state,.i:  Inapplicable
2022,3221,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,Rarely,Sometimes,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,9,.i:  Inapplicable
2022,3222,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,3223,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,Never,Hardly ever,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,9,Yes
2022,3224,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,3225,.i:  Inapplicable,Someone else,SOMEONE ELSE,PRETTY HAPPY,.i:  Inapplicable,ALMST ALWAYS WRG,Rarely,Often,.i:  Inapplicable,Ballot a,8,.i:  Inapplicable
2022,3226,.i:  Inapplicable,Someone else,SOMEONE ELSE,PRETTY HAPPY,Stay as is,ALWAYS WRONG,Never,Never,.i:  Inapplicable,Ballot a,9,.i:  Inapplicable
2022,3227,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALMST ALWAYS WRG,.i:  Inapplicable,.i:  Inapplicable,"No, the last time i had sex, it was not with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,3228,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,3229,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Sometimes,Sometimes,"No, the last time i had sex, it was not with someone i was in an on-going relationship with",Ballot b,6,Yes
2022,3230,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,More difficult,.i:  Inapplicable,Rarely,Often,.i:  Inapplicable,Ballot b,8,.i:  Inapplicable
2022,3231,.i:  Inapplicable,Someone else,SOMEONE ELSE,PRETTY HAPPY,Stay as is,.i:  Inapplicable,Rarely,Sometimes,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,8,Yes
2022,3232,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Stay as is,ALWAYS WRONG,Rarely,Sometimes,.i:  Inapplicable,Ballot a,Best possible state,.i:  Inapplicable
2022,3233,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,More difficult,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
